killer_champion	victim_champion
Kalista	Yasuo
Kalista	Lucian
Lulu	Bard
Fiora	Yasuo
Nami	Malphite
Nami	Quinn
Kalista	Bard
Evelynn	Lucian
Corki	Lee Sin
Lucian	Corki
Vayne	Kassadin
Lucian	Corki
Vayne	Kassadin
Vayne	Kassadin
Corki	Lucian
Lee Sin	Fiora
Corki	Vayne
Lucian	Corki
Rek'Sai	Lucian
Fiora	Vayne
Fiora	Malphite
Lee Sin	Fiora
Thresh	Vayne
Malphite	Fiora
Corki	Malphite
Kassadin	Lee Sin
Corki	Braum
Vayne	Rek'Sai
Thresh	Lucian
Kassadin	Braum
Vayne	Thresh
Kassadin	Vayne
Lucian	Kassadin
Malphite	Rek'Sai
Lucian	Fiora
Vayne	Kassadin
Lucian	Corki
Thresh	Lucian
Vayne	Thresh
Lee Sin	Fiora
Lee Sin	Rek'Sai
Corki	Braum
Kassadin	Vayne
Fiora	Lee Sin
Rek'Sai	Vayne
Lucian	Fiora
Corki	Lee Sin
Malphite	Corki
Vayne	Rek'Sai
Vayne	Fiora
Malphite	Kassadin
Gangplank	Thresh
Lucian	Tristana
Lee Sin	Lucian
Lee Sin	Lucian
Tristana	Trundle
Lee Sin	Lucian
Tristana	Nidalee
Fiora	Renekton
Lee Sin	Renekton
Fiora	Nidalee
Lee Sin	Trundle
Gangplank	Fiora
Lulu	Gangplank
Tristana	Nidalee
Lee Sin	Trundle
Gangplank	Tristana
Fiora	Renekton
Fiora	Nidalee
Fiora	Renekton
Tristana	Lucian
Lee Sin	Nidalee
Tristana	Gangplank
Tristana	Lucian
Lee Sin	Trundle
Kalista	Thresh
Brand	Corki
Hecarim	Quinn
Hecarim	Blitzcrank
Thresh	Kalista
Blitzcrank	Miss Fortune
Kalista	Thresh
Quinn	Elise
Miss Fortune	Kalista
Corki	Blitzcrank
Corki	Kalista
Miss Fortune	Blitzcrank
Nidalee	Hecarim
Nidalee	Elise
Blitzcrank	Elise
Thresh	Kalista
Brand	Thresh
Miss Fortune	Brand
Miss Fortune	Blitzcrank
Hecarim	Quinn
Kalista	Miss Fortune
Blitzcrank	Elise
Kalista	Thresh
Miss Fortune	Blitzcrank
Kalista	Elise
Corki	Nidalee
Thresh	Kalista
Thresh	Blitzcrank
Brand	Hecarim
Miss Fortune	Quinn
Nidalee	Corki
Nidalee	Thresh
Kalista	Miss Fortune
Corki	Brand
Hecarim	Kalista
Hecarim	Blitzcrank
Miss Fortune	Nidalee
Quinn	Hecarim
Corki	Nidalee
Miss Fortune	Brand
Blitzcrank	Corki
Elise	Blitzcrank
Nidalee	Thresh
Quinn	Hecarim
Quinn	Elise
Thresh	Quinn
Corki	Brand
Elise	Blitzcrank
Miss Fortune	Nidalee
Brand	Miss Fortune
Elise	Brand
Quinn	Elise
Hecarim	Quinn
Corki	Blitzcrank
Hecarim	Kalista
Brand	Hecarim
Quinn	Corki
Elise	Nidalee
Brand	Elise
Quinn	Thresh
Miss Fortune	Quinn
Miss Fortune	Kalista
Brand	Hecarim
Brand	Miss Fortune
Elise	Blitzcrank
Hecarim	Quinn
Miss Fortune	Brand
Thresh	Kalista
Miss Fortune	Blitzcrank
Corki	Nidalee
Trundle	Hecarim
Vayne	Soraka
Brand	LeBlanc
Soraka	Brand
Trundle	Hecarim
Rengar	Lee Sin
Trundle	LeBlanc
Trundle	Rengar
Thresh	Tristana
Vayne	Rengar
Rengar	Lee Sin
Rengar	Vayne
Brand	LeBlanc
Lee Sin	Soraka
Brand	Rengar
Vayne	Tristana
Lee Sin	Soraka
Brand	Rengar
Vayne	Tristana
LeBlanc	Vayne
Brand	LeBlanc
Lee Sin	Rengar
Hecarim	Brand
Lee Sin	Tristana
Soraka	Lee Sin
LeBlanc	Brand
Vayne	Rengar
Hecarim	Vayne
LeBlanc	Trundle
Rengar	Brand
Tristana	Vayne
Tristana	Lee Sin
Thresh	Rengar
Vayne	Tristana
LeBlanc	Lee Sin
LeBlanc	Vayne
LeBlanc	Lee Sin
Tristana	Lee Sin
LeBlanc	Brand
Vayne	Soraka
LeBlanc	Vayne
Tristana	Thresh
LeBlanc	Trundle
Lee Sin	LeBlanc
Lee Sin	Tristana
Hecarim	Lee Sin
Vayne	Soraka
Rengar	Vayne
Tristana	Lee Sin
Tristana	Trundle
Tristana	Brand
LeBlanc	Thresh
Trundle	Rengar
LeBlanc	Vayne
Thresh	LeBlanc
Tristana	Lee Sin
Trundle	Tristana
LeBlanc	Lee Sin
Rengar	Lee Sin
Vayne	Hecarim
Vayne	Tristana
Vayne	LeBlanc
Brand	Soraka
Vayne	Rengar
Vayne	Hecarim
Rengar	Vayne
Lee Sin	Rengar
Brand	Tristana
Tristana	Brand
LeBlanc	Lee Sin
LeBlanc	Thresh
LeBlanc	Lee Sin
Vayne	Hecarim
Vayne	Tristana
Rengar	Brand
LeBlanc	Thresh
Lucian	Ezreal
Viktor	Miss Fortune
Rengar	Kindred
Lissandra	Ezreal
Lucian	Soraka
Lucian	Ezreal
Rengar	Miss Fortune
Ezreal	Lucian
Miss Fortune	Thresh
Lissandra	Ezreal
Rengar	Soraka
Lissandra	Miss Fortune
Lucian	Miss Fortune
Rengar	Ezreal
Viktor	Soraka
Rengar	Miss Fortune
Miss Fortune	Rengar
Trundle	Thresh
Malzahar	Kassadin
Malzahar	Kassadin
Trundle	Morgana
Rengar	Trundle
Kindred	Lucian
Vayne	Thresh
Kassadin	Kindred
Malzahar	Morgana
Rengar	Kindred
Lucian	Vayne
Lucian	Shen
Vayne	Morgana
Shen	Lucian
Kassadin	Vayne
Shen	Kassadin
Kindred	Rengar
Kindred	Morgana
Kassadin	Malzahar
Malzahar	Thresh
Trundle	Kassadin
Rengar	Shen
Trundle	Kassadin
Morgana	Malzahar
Vayne	Rengar
Shen	Thresh
Kassadin	Kindred
Malzahar	Morgana
Trundle	Kassadin
Trundle	Thresh
Trundle	Rengar
Kassadin	Vayne
Trundle	Lucian
Shen	Morgana
Malzahar	Thresh
Rengar	Vayne
Kindred	Lucian
Malzahar	Morgana
Trundle	Thresh
Kindred	Rengar
Elise	Nidalee
Azir	Zilean
Zilean	Elise
Shen	Yasuo
Shen	Zilean
Elise	Morgana
Tristana	Caitlyn
Shen	Yasuo
Elise	Yasuo
Yasuo	Shen
Elise	Nidalee
Elise	Yasuo
Shen	Nidalee
Elise	Tristana
Zilean	Azir
Elise	Nidalee
Morgana	Elise
Nidalee	Thresh
Morgana	Caitlyn
Azir	Nidalee
Morgana	Azir
Elise	Morgana
Thresh	Tristana
Zilean	Shen
Yasuo	Elise
Azir	Yasuo
Azir	Morgana
Yasuo	Azir
Zilean	Thresh
Yasuo	Caitlyn
Elise	Yasuo
Nidalee	Shen
Elise	Nidalee
Elise	Zilean
Tristana	Elise
Tristana	Thresh
Morgana	Azir
Nidalee	Caitlyn
Caitlyn	Nidalee
Elise	Yasuo
Caitlyn	Nidalee
Yasuo	Thresh
Tristana	Caitlyn
Elise	Nidalee
Yasuo	Shen
Yasuo	Elise
Azir	Nidalee
Caitlyn	Yasuo
Zilean	Azir
Caitlyn	Zilean
Caitlyn	Tristana
Morgana	Shen
Shen	Nidalee
Yasuo	Caitlyn
Elise	Yasuo
Elise	Morgana
Azir	Zilean
Elise	Tristana
Elise	Yasuo
Elise	Nidalee
Shen	Zilean
Elise	Tristana
Olaf	Hecarim
Rek'Sai	Olaf
Zed	Twisted Fate
Zed	Twisted Fate
Vayne	Zyra
Tristana	Vayne
Hecarim	Soraka
Olaf	Rek'Sai
Olaf	Tristana
Zed	Twisted Fate
Elise	Hecarim
Zed	Rek'Sai
Hecarim	Olaf
Olaf	Tristana
Rek'Sai	Zed
Elise	Tahm Kench
Fiora	Elise
Karma	Graves
Lucian	Tahm Kench
Irelia	Fiora
Elise	Tahm Kench
Morgana	Elise
Karma	Morgana
Tahm Kench	Karma
Irelia	Fiora
Tahm Kench	Irelia
Elise	Morgana
Graves	Lucian
Elise	Graves
Elise	Nautilus
Tahm Kench	Karma
Elise	Nautilus
Irelia	Fiora
Karma	Morgana
Karma	Graves
Morgana	Karma
Irelia	Nautilus
Elise	Tahm Kench
Irelia	Fiora
Morgana	Karma
Morgana	Lucian
Tahm Kench	Nami
Karma	Tahm Kench
Irelia	Morgana
Karma	Nautilus
Lucian	Graves
Lucian	Fiora
Lucian	Morgana
Irelia	Graves
Elise	Nautilus
Tahm Kench	Karma
Irelia	Morgana
Shen	Rengar
Kindred	Shen
Lee Sin	Kindred
Lee Sin	Anivia
Quinn	Thresh
Miss Fortune	Trundle
Lee Sin	Kindred
Quinn	Miss Fortune
Lee Sin	Rengar
Rengar	Lee Sin
Kassadin	Anivia
Kindred	Kassadin
Quinn	Kindred
Quinn	Thresh
Miss Fortune	Quinn
Rengar	Lee Sin
Anivia	Quinn
Shen	Thresh
Miss Fortune	Trundle
Kassadin	Miss Fortune
Quinn	Thresh
Shen	Rengar
Thresh	Lee Sin
Trundle	Rengar
Shen	Thresh
Anivia	Kassadin
Anivia	Lee Sin
Miss Fortune	Trundle
Quinn	Rengar
Lee Sin	Anivia
Rengar	Lee Sin
Quinn	Rengar
Quinn	Miss Fortune
Quinn	Thresh
Trundle	Kindred
Quinn	Anivia
Kassadin	Rengar
Miss Fortune	Lee Sin
Kassadin	Thresh
Kassadin	Kindred
Shen	Anivia
Kassadin	Kindred
Quinn	Rengar
Anivia	Quinn
Kassadin	Anivia
Lee Sin	Miss Fortune
Kassadin	Thresh
Thresh	Lee Sin
Kassadin	Kindred
Dr. Mundo	Thresh
Dr. Mundo	Anivia
Viktor	Kindred
Brand	Rengar
Kalista	Thresh
Anivia	Viktor
Vi	Kindred
Rengar	Brand
Viktor	Kindred
Anivia	Dr. Mundo
Thresh	Viktor
Kindred	Brand
Dr. Mundo	Rengar
Kalista	Kindred
Anivia	Dr. Mundo
Viktor	Thresh
Vi	Rengar
Anivia	Vi
Anivia	Brand
Rengar	Dr. Mundo
Kalista	Anivia
Viktor	Thresh
Anivia	Viktor
Vi	Kindred
Anivia	Dr. Mundo
Kindred	Vi
Anivia	Brand
Kalista	Kindred
Vi	Anivia
Rengar	Brand
Kalista	Rengar
Kalista	Thresh
Viktor	Kindred
Tahm Kench	Dr. Mundo
Kalista	Tahm Kench
Vi	Kindred
Rengar	Brand
Anivia	Vi
Kalista	Rengar
Kindred	Brand
Viktor	Anivia
Kalista	Kindred
Vi	Tahm Kench
Dr. Mundo	Thresh
Kalista	Rengar
Viktor	Kindred
Kalista	Rengar
Anivia	Kalista
Vi	Anivia
Fizz	Rengar
Lee Sin	Kassadin
Lee Sin	Vayne
Tristana	Blitzcrank
Vladimir	Renekton
Vladimir	Lee Sin
Blitzcrank	Fizz
Vladimir	Renekton
Vayne	Soraka
Vayne	Tristana
Vayne	Fizz
Blitzcrank	Fizz
Vladimir	Renekton
Kassadin	Fizz
Vayne	Tristana
Rengar	Soraka
Fizz	Vladimir
Vayne	Tristana
Rengar	Lee Sin
Fizz	Rengar
Blitzcrank	Fizz
Kassadin	Soraka
Blitzcrank	Tristana
Rengar	Renekton
Fizz	Rengar
Vayne	Fizz
Lee Sin	Blitzcrank
Vayne	Lee Sin
Vayne	Renekton
Vladimir	Tristana
Vladimir	Soraka
Vayne	Fizz
Lee Sin	Vayne
Rengar	Lee Sin
Lee Sin	Rengar
Kassadin	Tristana
Lee Sin	Kassadin
Blitzcrank	Lee Sin
Lee Sin	Blitzcrank
Vladimir	Fizz
Renekton	Vayne
Lee Sin	Vladimir
Rengar	Fizz
Kassadin	Tristana
Vayne	Lee Sin
Fizz	Vayne
Rengar	Lee Sin
Fizz	Lucian
Talon	Fizz
Fizz	Rengar
Lee Sin	Shen
Fizz	Lucian
Fizz	Talon
Rengar	Fizz
Lucian	Graves
Rengar	Rek'Sai
Rengar	Lee Sin
Fizz	Talon
Alistar	Lucian
Rengar	Lee Sin
Lucian	Rek'Sai
Lucian	Fizz
Rengar	Fizz
Shen	Graves
Lucian	Alistar
Rengar	Fizz
Rek'Sai	Rengar
Braum	Rek'Sai
Lee Sin	Talon
Graves	Shen
Fizz	Rengar
Graves	Talon
Alistar	Lucian
Rek'Sai	Braum
Shen	Graves
Fizz	Shen
Lee Sin	Talon
Fizz	Braum
Shen	Fizz
Rengar	Alistar
Rengar	Lee Sin
Shen	Graves
Shen	Rek'Sai
Rengar	Fizz
Fizz	Rengar
Fizz	Lucian
Rek'Sai	Braum
Shen	Fizz
Shen	Lee Sin
Rengar	Graves
Fizz	Talon
Rek'Sai	Braum
Rengar	Rek'Sai
Rengar	Graves
Shen	Fizz
Rengar	Fizz
Graves	Lucian
Rengar	Fizz
Rengar	Lee Sin
Rengar	Graves
Shen	Alistar
Fizz	Talon
Rek'Sai	Shen
Fizz	Braum
Rengar	Fizz
Rek'Sai	Rengar
Rengar	Graves
Rengar	Fizz
Lucian	Lee Sin
Shen	Alistar
Nidalee	Lee Sin
Lee Sin	Nidalee
Fiora	Hecarim
Ekko	Lee Sin
Thresh	Bard
Ekko	Brand
Hecarim	Nidalee
Hecarim	Fiora
Ekko	Lee Sin
Brand	Nidalee
Ekko	Brand
Lucian	Ezreal
Thresh	Bard
Hecarim	Thresh
Ekko	Hecarim
Lucian	Brand
Bard	Ekko
Ezreal	Nidalee
Hecarim	Fiora
Lee Sin	Nidalee
Ezreal	Ekko
Lee Sin	Lucian
Ekko	Ezreal
Nidalee	Ezreal
Nidalee	Hecarim
Thresh	Brand
Lucian	Lee Sin
Nidalee	Ezreal
Ekko	Hecarim
Thresh	Bard
Ekko	Ezreal
Lucian	Brand
Nidalee	Lee Sin
Hecarim	Nidalee
Lucian	Brand
Ekko	Hecarim
Lee Sin	Wukong
Brand	Bard
Lee Sin	Brand
Lee Sin	Gnar
Lee Sin	Kalista
Lucian	Brand
Wukong	Bard
Lee Sin	Wukong
Zed	Lee Sin
Quinn	Gnar
Zyra	Brand
Lee Sin	Kalista
Zed	Zyra
Wukong	Lee Sin
Quinn	Wukong
Zed	Quinn
Lucian	Zed
Gnar	Lucian
Bard	Gnar
Bard	Brand
Lucian	Kalista
Lucian	Brand
Lee Sin	Wukong
Gnar	Zyra
Zed	Lee Sin
Quinn	Zed
Quinn	Gnar
Wukong	Quinn
Quinn	Wukong
Lee Sin	Gnar
Lucian	Kalista
Lee Sin	Brand
Quinn	Zed
Wukong	Lee Sin
Wukong	Zyra
Lucian	Wukong
Zyra	Gnar
Lucian	Brand
Zyra	Wukong
Brand	Quinn
Lee Sin	Brand
Gnar	Zyra
Quinn	Gnar
Bard	Wukong
Kalista	Bard
Thresh	Lucian
Lulu	Hecarim
Kindred	Kennen
Kalista	Bard
Syndra	Kennen
Rek'Sai	Syndra
Thresh	Bard
Rek'Sai	Kindred
Kalista	Syndra
Lucian	Kalista
Kennen	Syndra
Kindred	Rek'Sai
Kennen	Bard
Rek'Sai	Lucian
Rek'Sai	Syndra
Thresh	Kindred
Kalista	Syndra
Kindred	Kalista
Rek'Sai	Lucian
Rek'Sai	Kindred
Rek'Sai	Syndra
Lucian	Rek'Sai
Kennen	Lucian
Lucian	Kennen
Kindred	Lulu
Thresh	Hecarim
Thresh	Kindred
Bard	Thresh
Thresh	Bard
Rek'Sai	Syndra
Lucian	Rek'Sai
Kalista	Bard
Kennen	Lucian
Kalista	Kindred
Hecarim	Kennen
Bard	Kalista
Syndra	Thresh
Hecarim	Rek'Sai
Kalista	Lucian
Kennen	Syndra
Kalista	Hecarim
Kalista	Lucian
Kalista	Kindred
Thresh	Bard
Kalista	Bard
Rek'Sai	Lucian
Kalista	Syndra
Kennen	Hecarim
Kalista	Bard
Kalista	Kindred
Thresh	Miss Fortune
Kindred	Lucian
Darius	Kindred
Maokai	Darius
Jax	Nautilus
Jax	Miss Fortune
Morgana	Katarina
Thresh	Miss Fortune
Thresh	Nautilus
Maokai	Lucian
Miss Fortune	Thresh
Nautilus	Jax
Lucian	Miss Fortune
Nautilus	Lucian
Darius	Maokai
Jax	Nautilus
Morgana	Jax
Morgana	Thresh
Kindred	Lucian
Katarina	Maokai
Morgana	Katarina
Darius	Nautilus
Miss Fortune	Lucian
Katarina	Morgana
Maokai	Jax
Darius	Nautilus
Kindred	Thresh
Jax	Kindred
Jax	Maokai
Maokai	Jax
Darius	Miss Fortune
Darius	Kindred
Lucian	Nautilus
Darius	Maokai
Katarina	Miss Fortune
Nautilus	Darius
Lucian	Morgana
Darius	Nautilus
Miss Fortune	Darius
Kindred	Jax
Miss Fortune	Thresh
Katarina	Kindred
Katarina	Morgana
Katarina	Miss Fortune
Katarina	Nautilus
Maokai	Katarina
Lucian	Maokai
Kindred	Jax
Katarina	Kindred
Maokai	Katarina
Miss Fortune	Thresh
Thresh	Maokai
Miss Fortune	Lucian
Jax	Kindred
Darius	Morgana
Kindred	Thresh
Katarina	Morgana
Kindred	Katarina
Lucian	Miss Fortune
Jax	Maokai
Darius	Kindred
Darius	Nautilus
Darius	Sion
Darius	Sion
Lucian	Vayne
Sion	Darius
Lee Sin	Sion
Sion	Lee Sin
Rek'Sai	Tahm Kench
Rek'Sai	Vayne
Darius	Sion
Anivia	Lucian
Tahm Kench	Shen
Sion	Darius
Vayne	Lucian
Vayne	Shen
Sion	Anivia
Lee Sin	Rek'Sai
Darius	Sion
Sion	Lee Sin
Darius	Rek'Sai
Vayne	Lucian
Anivia	Shen
Anivia	Orianna
Orianna	Darius
Darius	Sion
Orianna	Lee Sin
Rek'Sai	Vayne
Sion	Tahm Kench
Darius	Shen
Darius	Rek'Sai
Darius	Orianna
Anivia	Sion
Vayne	Orianna
Darius	Sion
Darius	Lucian
Sion	Vayne
Darius	Shen
Sion	Darius
Vayne	Rek'Sai
Darius	Shen
Darius	Rek'Sai
Vayne	Orianna
Darius	Lucian
Tahm Kench	Sion
Anivia	Shen
Kindred	Swain
Ezreal	Kindred
Ezreal	Kennen
Ekko	Twisted Fate
Kalista	Ezreal
Olaf	Warwick
Olaf	Twisted Fate
Kalista	Ezreal
Ezreal	Kalista
Olaf	Swain
Ezreal	Kalista
Ezreal	Kennen
Ekko	Twisted Fate
Olaf	Braum
Olaf	Braum
Kennen	Twisted Fate
Warwick	Kennen
Kalista	Warwick
Ekko	Swain
Kindred	Ezreal
Warwick	Kindred
Kennen	Warwick
Kennen	Braum
Kalista	Twisted Fate
Kennen	Warwick
Swain	Ekko
Kalista	Swain
Swain	Ekko
Ezreal	Olaf
Twisted Fate	Kennen
Kennen	Swain
Ezreal	Kalista
Ekko	Braum
Ekko	Braum
Kindred	Ezreal
Olaf	Twisted Fate
Kindred	Braum
Kennen	Swain
Kalista	Ezreal
Kalista	Warwick
Warwick	Kalista
Kindred	Twisted Fate
Ekko	Swain
Kalista	Braum
Ekko	Ezreal
Twisted Fate	Ekko
Kalista	Warwick
Kalista	Braum
Ezreal	Ekko
Olaf	Ezreal
Kalista	Twisted Fate
Brand	Orianna
Malphite	Sion
Sion	Malphite
Lucian	Tristana
Sejuani	Soraka
Lucian	Thresh
Lee Sin	Sion
Brand	Orianna
Sejuani	Lee Sin
Brand	Orianna
Sejuani	Brand
Brand	Thresh
Lee Sin	Sejuani
Malphite	Thresh
Lucian	Sion
Sejuani	Malphite
Brand	Sion
Brand	Sejuani
Orianna	Soraka
Malphite	Orianna
Malphite	Thresh
Malphite	Tristana
Lucian	Sion
Sejuani	Lucian
Orianna	Soraka
Tristana	Lee Sin
Brand	Sejuani
Brand	Orianna
Lucian	Sion
Lucian	Tristana
Lucian	Thresh
Malphite	Tristana
Lucian	Sion
Lee Sin	Orianna
Lucian	Thresh
Brand	Tristana
Orianna	Brand
Malphite	Orianna
Sion	Soraka
Lee Sin	Sion
Tristana	Lucian
Malphite	Thresh
Malphite	Sejuani
Malphite	Tristana
Sejuani	Twisted Fate
Pantheon	Hecarim
Shen	Ezreal
Skarner	Brand
Pantheon	Hecarim
Lucian	Twisted Fate
Brand	Skarner
Pantheon	Brand
Pantheon	Hecarim
Pantheon	Hecarim
Hecarim	Pantheon
Brand	Skarner
Shen	Twisted Fate
Pantheon	Hecarim
Lucian	Pantheon
Sejuani	Twisted Fate
Pantheon	Brand
Sejuani	Pantheon
Sejuani	Twisted Fate
Hecarim	Blitzcrank
Hecarim	Skarner
Twisted Fate	Sejuani
Sejuani	Pantheon
Pantheon	Shen
Brand	Twisted Fate
Brand	Blitzcrank
Hecarim	Pantheon
Skarner	Brand
Skarner	Sejuani
Lucian	Blitzcrank
Skarner	Lucian
Skarner	Shen
Hecarim	Twisted Fate
Skarner	Hecarim
Ezreal	Lucian
Sejuani	Twisted Fate
Brand	Skarner
Ezreal	Hecarim
Brand	Pantheon
Sejuani	Ezreal
Sejuani	Blitzcrank
Brand	Blitzcrank
Brand	Twisted Fate
Lucian	Ezreal
Pantheon	Lucian
Brand	Skarner
Pantheon	Shen
Hecarim	Pantheon
Brand	Blitzcrank
Blitzcrank	Sejuani
Pantheon	Lucian
Hecarim	Twisted Fate
Brand	Skarner
Pantheon	Shen
Sejuani	Pantheon
Brand	Twisted Fate
Shen	Skarner
Sejuani	Ezreal
Lucian	Pantheon
Twisted Fate	Sejuani
Hecarim	Twisted Fate
Dr. Mundo	Irelia
Rek'Sai	Malphite
Irelia	Malphite
Thresh	Bard
Rek'Sai	Ezreal
Irelia	Malphite
Dr. Mundo	Irelia
Tahm Kench	Kassadin
Thresh	Ezreal
Bard	Thresh
Bard	Kalista
Tahm Kench	Rek'Sai
Thresh	Bard
Thresh	Ezreal
Dr. Mundo	Irelia
Tahm Kench	Kalista
Rek'Sai	Bard
Malphite	Irelia
Bard	Thresh
Kalista	Ezreal
Kassadin	Ezreal
Malphite	Irelia
Irelia	Bard
Malphite	Irelia
Malphite	Kalista
Ezreal	Thresh
Malphite	Kassadin
Bard	Irelia
Rek'Sai	Malphite
Ezreal	Thresh
Kassadin	Bard
Kassadin	Ezreal
Kalista	Dr. Mundo
Rek'Sai	Malphite
Rek'Sai	Dr. Mundo
Kalista	Ezreal
Tahm Kench	Thresh
Malphite	Kalista
Tahm Kench	Kassadin
Ezreal	Irelia
Kalista	Malphite
Ezreal	Kalista
Ezreal	Thresh
Rek'Sai	Ezreal
Dr. Mundo	Rek'Sai
Rengar	Nidalee
Vayne	Quinn
Nidalee	Darius
Nidalee	Azir
Darius	Nidalee
Rengar	LeBlanc
Rengar	Nidalee
Rengar	Nidalee
Nidalee	Azir
Rengar	LeBlanc
Rengar	Shen
Vayne	Quinn
Darius	Gnar
Rengar	Nidalee
LeBlanc	Rengar
Blitzcrank	LeBlanc
Shen	Blitzcrank
Azir	Shen
Quinn	Azir
Nidalee	Darius
Nidalee	Rengar
Gnar	Azir
Darius	Nidalee
Gnar	Darius
Nidalee	Rengar
Shen	Darius
Rengar	Nidalee
Azir	Shen
Quinn	Darius
Vayne	Quinn
Vayne	LeBlanc
Rengar	Nidalee
Quinn	Blitzcrank
Rengar	Nidalee
Vayne	Quinn
Gnar	Rengar
Gnar	Blitzcrank
Quinn	Azir
Vayne	LeBlanc
Rengar	Nidalee
Shen	Rengar
Vayne	Shen
Gnar	Vayne
Gnar	Darius
Azir	Quinn
LeBlanc	Azir
Rengar	LeBlanc
Vayne	Nidalee
Gnar	Vayne
Gnar	Darius
Rengar	LeBlanc
Quinn	Darius
Azir	Nidalee
Azir	Quinn
Rengar	LeBlanc
Vayne	Gnar
Shen	Azir
Rengar	Shen
Darius	Nidalee
Blitzcrank	Quinn
Blitzcrank	Nidalee
Rengar	LeBlanc
Rengar	Nidalee
Azir	Quinn
Azir	Gnar
Shen	Rengar
Vayne	Shen
Elise	Kassadin
Lee Sin	Ryze
Ryze	Lee Sin
Ryze	Fiora
Ezreal	Nautilus
Fiora	Miss Fortune
Kassadin	Elise
Nautilus	Karma
Lee Sin	Shen
Miss Fortune	Lee Sin
Fiora	Miss Fortune
Miss Fortune	Lee Sin
Fiora	Nautilus
Elise	Kassadin
Fiora	Ryze
Lee Sin	Miss Fortune
Lee Sin	Elise
Shen	Lee Sin
Fiora	Shen
Ryze	Ezreal
Lee Sin	Ryze
Elise	Lee Sin
Miss Fortune	Karma
Kassadin	Elise
Fiora	Nautilus
Miss Fortune	Fiora
Kassadin	Miss Fortune
Fiora	Miss Fortune
Elise	Fiora
Shen	Karma
Ryze	Kassadin
Lee Sin	Miss Fortune
Elise	Ezreal
Elise	Lee Sin
Kassadin	Elise
Fiora	Ryze
Kassadin	Nautilus
Ryze	Ezreal
Elise	Fiora
Kassadin	Miss Fortune
Kassadin	Elise
Kassadin	Nautilus
Kassadin	Shen
Miss Fortune	Fiora
Fiora	Ryze
Elise	Ezreal
Miss Fortune	Fiora
Miss Fortune	Karma
Kassadin	Miss Fortune
Nautilus	Kassadin
Nautilus	Lee Sin
Fiora	Elise
Fiora	Shen
Kassadin	Ryze
Fiora	Elise
Kassadin	Miss Fortune
Kassadin	Nautilus
Kassadin	Shen
Elise	Kassadin
Elise	Ezreal
Elise	Karma
Fiora	Nautilus
Kassadin	Elise
Kassadin	Shen
Kassadin	Ryze
Karma	Ryze
Kassadin	Miss Fortune
Nautilus	Kassadin
Nautilus	Lee Sin
Karma	Shen
Karma	Elise
Ezreal	Nautilus
Fiora	Ryze
Fiora	Miss Fortune
Fiora	Riven
Rek'Sai	Riven
Fiora	Riven
Brand	Rek'Sai
Brand	Lucian
Nidalee	Nami
Rek'Sai	Bard
Lucian	Nidalee
Fiora	Brand
Miss Fortune	Lucian
Miss Fortune	Fiora
Miss Fortune	Rek'Sai
Malzahar	Miss Fortune
Brand	Lucian
Nami	Brand
Bard	Malzahar
Riven	Fiora
Malzahar	Riven
Brand	Malzahar
Fiora	Riven
Fiora	Nidalee
Bard	Fiora
Rek'Sai	Riven
Nidalee	Fiora
Brand	Malzahar
Nidalee	Lucian
Riven	Rek'Sai
Brand	Malzahar
Riven	Lucian
Rek'Sai	Riven
Lee Sin	Ekko
Nidalee	Malphite
Lucian	Lee Sin
Tristana	Lucian
Tristana	Thresh
Nidalee	Malphite
Tristana	Thresh
Lucian	Tristana
Lee Sin	Nidalee
Lucian	Lee Sin
Ekko	Brand
Lee Sin	Thresh
Lucian	Lee Sin
Gangplank	Malphite
Lee Sin	Gangplank
Malphite	Thresh
Lucian	Brand
Nidalee	Nami
Nidalee	Tristana
Ekko	Malphite
Lee Sin	Gangplank
Gangplank	Lee Sin
Malphite	Nidalee
Lucian	Nami
Brand	Gangplank
Tristana	Thresh
Malphite	Lucian
Lee Sin	Gangplank
Lucian	Brand
Brand	Nidalee
Tristana	Thresh
Lee Sin	Ekko
Brand	Nidalee
Lee Sin	Thresh
Lucian	Malphite
Tristana	Ekko
Tristana	Nidalee
Lee Sin	Gangplank
Lee Sin	Gangplank
Tristana	Lucian
Gangplank	Brand
Tristana	Ekko
Gangplank	Tristana
Gangplank	Lee Sin
Nidalee	Brand
Gangplank	Tristana
Malphite	Gangplank
Ekko	Lee Sin
Lucian	Malphite
Malphite	Thresh
Nami	Nidalee
Tristana	Lucian
Gangplank	Malphite
Tristana	Gangplank
Ekko	Nami
Nidalee	Tristana
Nidalee	Lee Sin
Ekko	Malphite
Gangplank	Brand
Tristana	Gangplank
Brand	Ekko
Gangplank	Malphite
Tristana	Thresh
Nidalee	Brand
Tristana	Lucian
Gangplank	Lee Sin
Tristana	Nidalee
Gangplank	Tristana
Lee Sin	Ekko
Tristana	Gangplank
Lee Sin	Lucian
Brand	Thresh
Nidalee	Lee Sin
Tristana	Nidalee
Anivia	Lee Sin
Zilean	Anivia
Quinn	Zilean
Hecarim	Garen
Miss Fortune	Lucian
Miss Fortune	Braum
Anivia	Zilean
Garen	Quinn
Anivia	Garen
Miss Fortune	Lucian
Hecarim	Miss Fortune
Hecarim	Lulu
Anivia	Garen
Quinn	Zilean
Anivia	Lulu
Quinn	Garen
Anivia	Miss Fortune
